headline,url,image
"In Delhi&rsquo;s dowry bazaar, everything sells from Audis to kidney and cash",http://www.hindustantimes.com/interactives/delhi-dowry-bazaar/,http://www.hindustantimes.com/rf/image_size_300x169/HT/p2/2017/08/14/Pictures/_0667f534-80bd-11e7-b63c-9d281adafd5e.PNG
test,,
